id,invoice_id,tanggal_transaksi,customer_id,nama_pelanggan,jenis_kelamin,umur_pelanggan,product_id,quantity,jenis_pembayaran,jenis_pesanan,nama_produk,kategori_produk,jenis_produk,harga_produk,total_penjualan,tipe_pembayaran,diskon,total_pembayaran
515,515,6/3/22,85,Faiz Setiawan,M,35,8,3,QRIS-OTHERS,Dine-In,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,27000,QRIS,1350,25650
516,516,3/10/22,63,Agung Santoso,M,33,10,2,QRIS-OVO,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,24000,QRIS,1200,22800
517,517,8/22/22,74,Mei Kurnia,F,26,10,3,CASH,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,36000,CASH,0,36000
518,518,2/19/22,7,Harry Prabowo,M,42,9,1,QRIS-OTHERS,Delivery,Indomie Goreng Spesial,makanan,mie-goreng,9000,9000,QRIS,450,8550
519,519,8/18/22,8,Diah Lestari,F,27,13,3,QRIS-GOPAY,Delivery,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,36000,QRIS,1800,34200
520,520,4/13/22,28,Nur Lestari,F,27,5,3,QRIS-DANA,Delivery,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,27000,QRIS,1350,25650
521,521,1/30/22,3,Daniel Santoso,M,31,10,1,CASH,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,12000,CASH,0,12000
522,522,7/25/22,58,Shinta Aulia,F,23,17,1,QRIS-OTHERS,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,12000,QRIS,600,11400
523,523,1/13/22,84,Ana Rosita,F,24,17,2,CASH,Dine-In,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,24000,CASH,0,24000
524,524,5/7/22,55,Dhani Hartanto,M,37,7,2,CASH,Delivery,Indomie Goreng Rendang,makanan,mie-goreng,9000,18000,CASH,0,18000
525,525,4/24/22,56,Devi Indriani,F,32,9,2,QRIS-SHOPEEPAY,Dine-In,Indomie Goreng Spesial,makanan,mie-goreng,9000,18000,QRIS,900,17100
526,526,6/13/22,15,Roni Hartanto,M,37,10,3,QRIS-GOPAY,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,36000,QRIS,1800,34200
527,527,6/23/22,77,Yoga Susanto,M,29,17,3,QRIS-SHOPEEPAY,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,36000,QRIS,1800,34200
528,528,3/14/22,88,Mega Lestari,F,27,16,3,QRIS-DANA,Delivery,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,36000,QRIS,1800,34200
529,529,7/8/22,21,Guntur Wijaya,M,28,11,1,QRIS-OVO,Delivery,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,12000,QRIS,600,11400
530,530,2/10/22,24,Mila Rosita,F,24,3,2,CASH,Delivery,Indomie Baso Sapi,makanan,mie-kuah,12000,24000,CASH,0,24000
531,531,1/5/22,89,Feri Surya,M,33,8,1,QRIS-SHOPEEPAY,Delivery,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,9000,QRIS,450,8550
532,532,4/29/22,63,Agung Santoso,M,33,13,1,QRIS-GOPAY,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,12000,QRIS,600,11400
533,533,8/28/22,79,Fahri Pratama,M,41,5,1,QRIS-GOPAY,Delivery,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,9000,QRIS,450,8550
534,534,4/14/22,63,Agung Santoso,M,33,5,3,CASH,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,27000,CASH,0,27000
535,535,5/15/22,31,Wawan Nugroho,M,38,4,2,QRIS-OTHERS,Dine-In,Indomie Goreng Aceh,makanan,mie-goreng,9000,18000,QRIS,900,17100
536,536,6/10/22,93,Heru Putra,M,34,3,2,QRIS-GOPAY,Delivery,Indomie Baso Sapi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
537,537,1/24/22,62,Anisa Rahmawati,F,31,10,1,QRIS-SHOPEEPAY,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,12000,QRIS,600,11400
538,538,5/24/22,78,Sinta Aulia,F,23,17,1,QRIS-OVO,Dine-In,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,12000,QRIS,600,11400
539,539,2/17/22,62,Anisa Rahmawati,F,31,2,3,QRIS-OVO,Dine-In,Indomie Ayam Spesial,makanan,mie-kuah,12000,36000,QRIS,1800,34200
540,540,7/13/22,22,Erni Rahmawati,F,31,2,1,QRIS-OVO,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,12000,QRIS,600,11400
541,541,6/10/22,36,Novi Indriani,F,32,13,1,QRIS-OTHERS,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,12000,QRIS,600,11400
542,542,8/5/22,10,Tia Sari,F,22,17,2,QRIS-GOPAY,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,24000,QRIS,1200,22800
543,543,7/20/22,34,Indah Kurnia,F,26,10,3,QRIS-SHOPEEPAY,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,36000,QRIS,1800,34200
544,544,4/26/22,17,Eko Susanto,M,29,8,2,QRIS-OVO,Delivery,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,18000,QRIS,900,17100
545,545,1/11/22,3,Daniel Santoso,M,31,18,2,QRIS-DANA,Dine-In,Indomie Soto Mie,makanan,mie-kuah,12000,24000,QRIS,1200,22800
546,546,7/19/22,37,Irwan Susanto,M,29,5,1,QRIS-GOPAY,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,9000,QRIS,450,8550
547,547,8/30/22,79,Fahri Pratama,M,41,8,1,QRIS-DANA,Delivery,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,9000,QRIS,450,8550
548,548,3/25/22,55,Dhani Hartanto,M,37,7,3,QRIS-SHOPEEPAY,Dine-In,Indomie Goreng Rendang,makanan,mie-goreng,9000,27000,QRIS,1350,25650
549,549,5/5/22,8,Diah Lestari,F,27,10,2,QRIS-OTHERS,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,24000,QRIS,1200,22800
550,550,4/2/22,35,Rizky Hartanto,M,37,13,2,QRIS-OVO,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,24000,QRIS,1200,22800
551,551,8/28/22,64,Ina Rosita,F,24,10,1,QRIS-OTHERS,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,12000,QRIS,600,11400
552,552,5/2/22,43,Ahmad Santoso,M,33,7,3,QRIS-GOPAY,Dine-In,Indomie Goreng Rendang,makanan,mie-goreng,9000,27000,QRIS,1350,25650
553,553,1/4/22,66,Dewi Susanti,F,29,7,3,CASH,Delivery,Indomie Goreng Rendang,makanan,mie-goreng,9000,27000,CASH,0,27000
554,554,7/19/22,73,Dwi Putra,M,34,16,2,QRIS-OVO,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,24000,QRIS,1200,22800
555,555,4/19/22,71,Syahrul Nugroho,M,38,3,2,CASH,Dine-In,Indomie Baso Sapi,makanan,mie-kuah,12000,24000,CASH,0,24000
556,556,2/8/22,35,Rizky Hartanto,M,37,6,3,QRIS-OVO,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,27000,QRIS,1350,25650
557,557,2/6/22,96,Lala Indriani,F,32,3,2,QRIS-OTHERS,Dine-In,Indomie Baso Sapi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
558,558,5/16/22,12,Yanti Wulandari,F,30,16,1,QRIS-OVO,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,12000,QRIS,600,11400
559,559,8/21/22,54,Maya Kurnia,F,26,4,1,CASH,Dine-In,Indomie Goreng Aceh,makanan,mie-goreng,9000,9000,CASH,0,9000
560,560,5/2/22,49,Dedi Surya,M,33,13,2,QRIS-DANA,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,24000,QRIS,1200,22800
561,561,2/22/22,92,Lia Wulandari,F,30,18,3,QRIS-SHOPEEPAY,Dine-In,Indomie Soto Mie,makanan,mie-kuah,12000,36000,QRIS,1800,34200
562,562,8/26/22,84,Ana Rosita,F,24,1,1,QRIS-DANA,Delivery,indomie Ayam Bawang,makanan,mie-kuah,12000,12000,QRIS,600,11400
563,563,4/24/22,6,Rini Susanti,F,29,2,3,QRIS-OVO,Dine-In,Indomie Ayam Spesial,makanan,mie-kuah,12000,36000,QRIS,1800,34200
564,564,6/22/22,24,Mila Rosita,F,24,5,2,QRIS-SHOPEEPAY,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,18000,QRIS,900,17100
565,565,6/22/22,61,Reza Wijaya,M,28,14,2,QRIS-OTHERS,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,24000,QRIS,1200,22800
566,566,1/14/22,97,Imam Susanto,M,29,7,2,QRIS-OTHERS,Dine-In,Indomie Goreng Rendang,makanan,mie-goreng,9000,18000,QRIS,900,17100
567,567,3/21/22,47,Hendra Prabowo,M,42,1,2,QRIS-OTHERS,Delivery,indomie Ayam Bawang,makanan,mie-kuah,12000,24000,QRIS,1200,22800
568,568,5/9/22,7,Harry Prabowo,M,42,3,2,QRIS-SHOPEEPAY,Dine-In,Indomie Baso Sapi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
569,569,3/4/22,5,Agus Setiawan,M,35,11,3,QRIS-OVO,Delivery,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,36000,QRIS,1800,34200
570,570,1/8/22,62,Anisa Rahmawati,F,31,9,2,QRIS-SHOPEEPAY,Delivery,Indomie Goreng Spesial,makanan,mie-goreng,9000,18000,QRIS,900,17100
571,571,7/18/22,3,Daniel Santoso,M,31,18,1,QRIS-GOPAY,Delivery,Indomie Soto Mie,makanan,mie-kuah,12000,12000,QRIS,600,11400
572,572,6/30/22,34,Indah Kurnia,F,26,13,1,QRIS-GOPAY,Delivery,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,12000,QRIS,600,11400
573,573,4/30/22,44,Mira Rosita,F,24,5,2,CASH,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,18000,CASH,0,18000
574,574,1/18/22,39,Ilham Pratama,M,41,6,2,QRIS-OTHERS,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,18000,QRIS,900,17100
575,575,6/21/22,61,Reza Wijaya,M,28,18,1,CASH,Delivery,Indomie Soto Mie,makanan,mie-kuah,12000,12000,CASH,0,12000
576,576,8/27/22,93,Heru Putra,M,34,15,1,CASH,Dine-In,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,12000,CASH,0,12000
577,577,3/3/22,11,Adi Nugroho,M,38,17,3,QRIS-GOPAY,Dine-In,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,36000,QRIS,1800,34200
578,578,1/4/22,71,Syahrul Nugroho,M,38,2,1,QRIS-OTHERS,Dine-In,Indomie Ayam Spesial,makanan,mie-kuah,12000,12000,QRIS,600,11400
579,579,1/9/22,14,Rika Kurnia,F,26,7,3,QRIS-DANA,Dine-In,Indomie Goreng Rendang,makanan,mie-goreng,9000,27000,QRIS,1350,25650
580,580,2/26/22,23,Ridwan Santoso,M,33,6,2,QRIS-SHOPEEPAY,Dine-In,Indomie Goreng Pedas,makanan,mie-goreng,9000,18000,QRIS,900,17100
581,581,4/12/22,1,Andi Wijaya,M,25,18,1,QRIS-OTHERS,Dine-In,Indomie Soto Mie,makanan,mie-kuah,12000,12000,QRIS,600,11400
582,582,7/27/22,11,Adi Nugroho,M,38,6,3,QRIS-OTHERS,Dine-In,Indomie Goreng Pedas,makanan,mie-goreng,9000,27000,QRIS,1350,25650
583,583,2/27/22,58,Shinta Aulia,F,23,15,1,QRIS-GOPAY,Delivery,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,12000,QRIS,600,11400
584,584,1/4/22,23,Ridwan Santoso,M,33,18,2,QRIS-DANA,Delivery,Indomie Soto Mie,makanan,mie-kuah,12000,24000,QRIS,1200,22800
585,585,1/4/22,90,Tini Sari,F,22,3,3,QRIS-OVO,Dine-In,Indomie Baso Sapi,makanan,mie-kuah,12000,36000,QRIS,1800,34200
586,586,4/30/22,28,Nur Lestari,F,27,18,2,QRIS-GOPAY,Delivery,Indomie Soto Mie,makanan,mie-kuah,12000,24000,QRIS,1200,22800
587,587,5/30/22,99,Bambang Pratama,M,41,10,1,QRIS-OVO,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,12000,QRIS,600,11400
588,588,8/8/22,27,Adit Prabowo,M,42,9,1,QRIS-OVO,Delivery,Indomie Goreng Spesial,makanan,mie-goreng,9000,9000,QRIS,450,8550
589,589,7/19/22,76,Ria Indriani,F,32,11,2,QRIS-OVO,Delivery,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,24000,QRIS,1200,22800
590,590,5/10/22,1,Andi Wijaya,M,25,6,1,QRIS-OVO,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,9000,QRIS,450,8550
591,591,7/6/22,19,Budi Pratama,M,41,14,2,CASH,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,24000,CASH,0,24000
592,592,5/8/22,41,Gilang Wijaya,M,28,18,2,CASH,Delivery,Indomie Soto Mie,makanan,mie-kuah,12000,24000,CASH,0,24000
593,593,2/4/22,36,Novi Indriani,F,32,7,1,QRIS-DANA,Dine-In,Indomie Goreng Rendang,makanan,mie-goreng,9000,9000,QRIS,450,8550
594,594,8/20/22,14,Rika Kurnia,F,26,14,1,CASH,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,12000,CASH,0,12000
595,595,8/15/22,52,Anita Wulandari,F,30,6,3,QRIS-GOPAY,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,27000,QRIS,1350,25650
596,596,4/18/22,28,Nur Lestari,F,27,6,1,QRIS-SHOPEEPAY,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,9000,QRIS,450,8550
597,597,7/23/22,96,Lala Indriani,F,32,7,2,CASH,Delivery,Indomie Goreng Rendang,makanan,mie-goreng,9000,18000,CASH,0,18000
598,598,4/11/22,90,Tini Sari,F,22,10,3,QRIS-SHOPEEPAY,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,36000,QRIS,1800,34200
599,599,7/8/22,30,Vita Sari,F,22,9,2,CASH,Dine-In,Indomie Goreng Spesial,makanan,mie-goreng,9000,18000,CASH,0,18000
600,600,4/16/22,87,Ismail Prabowo,M,42,14,3,QRIS-OTHERS,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
601,601,7/12/22,37,Irwan Susanto,M,29,1,2,CASH,Delivery,indomie Ayam Bawang,makanan,mie-kuah,12000,24000,CASH,0,24000
602,602,2/1/22,37,Irwan Susanto,M,29,2,1,QRIS-OVO,Dine-In,Indomie Ayam Spesial,makanan,mie-kuah,12000,12000,QRIS,600,11400
603,603,8/11/22,32,Dewi Wulandari,F,30,14,2,QRIS-OVO,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,24000,QRIS,1200,22800
604,604,4/19/22,7,Harry Prabowo,M,42,10,2,QRIS-DANA,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,24000,QRIS,1200,22800
605,605,2/27/22,52,Anita Wulandari,F,30,14,2,QRIS-GOPAY,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,24000,QRIS,1200,22800
606,606,2/13/22,79,Fahri Pratama,M,41,6,2,CASH,Dine-In,Indomie Goreng Pedas,makanan,mie-goreng,9000,18000,CASH,0,18000
607,607,7/28/22,60,Intan Kusuma,F,24,7,3,QRIS-GOPAY,Dine-In,Indomie Goreng Rendang,makanan,mie-goreng,9000,27000,QRIS,1350,25650
608,608,8/18/22,66,Dewi Susanti,F,29,9,3,CASH,Dine-In,Indomie Goreng Spesial,makanan,mie-goreng,9000,27000,CASH,0,27000
609,609,2/13/22,7,Harry Prabowo,M,42,15,3,QRIS-DANA,Dine-In,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,36000,QRIS,1800,34200
610,610,4/3/22,91,Andri Nugroho,M,38,10,2,QRIS-OTHERS,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,24000,QRIS,1200,22800
611,611,1/11/22,47,Hendra Prabowo,M,42,5,2,CASH,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,18000,CASH,0,18000
612,612,5/8/22,62,Anisa Rahmawati,F,31,5,3,QRIS-OTHERS,Dine-In,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,27000,QRIS,1350,25650
613,613,3/14/22,47,Hendra Prabowo,M,42,17,1,QRIS-DANA,Dine-In,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,12000,QRIS,600,11400
614,614,7/6/22,30,Vita Sari,F,22,6,1,QRIS-OVO,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,9000,QRIS,450,8550
615,615,8/10/22,91,Andri Nugroho,M,38,14,2,QRIS-SHOPEEPAY,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,24000,QRIS,1200,22800
616,616,7/12/22,13,Wahyu Putra,M,34,14,3,QRIS-GOPAY,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
617,617,1/31/22,22,Erni Rahmawati,F,31,3,2,QRIS-GOPAY,Delivery,Indomie Baso Sapi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
618,618,5/8/22,55,Dhani Hartanto,M,37,10,1,QRIS-SHOPEEPAY,Delivery,indomie Kari Ayam,makanan,mie-kuah,12000,12000,QRIS,600,11400
619,619,6/14/22,18,Lusi Aulia,F,23,17,2,QRIS-OVO,Delivery,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,24000,QRIS,1200,22800
620,620,5/15/22,85,Faiz Setiawan,M,35,2,3,QRIS-OTHERS,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,36000,QRIS,1800,34200
621,621,2/23/22,30,Vita Sari,F,22,4,1,CASH,Dine-In,Indomie Goreng Aceh,makanan,mie-goreng,9000,9000,CASH,0,9000
622,622,5/1/22,87,Ismail Prabowo,M,42,10,1,QRIS-SHOPEEPAY,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,12000,QRIS,600,11400
623,623,6/14/22,73,Dwi Putra,M,34,4,1,QRIS-GOPAY,Dine-In,Indomie Goreng Aceh,makanan,mie-goreng,9000,9000,QRIS,450,8550
624,624,6/30/22,12,Yanti Wulandari,F,30,14,3,QRIS-OVO,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
625,625,2/24/22,47,Hendra Prabowo,M,42,13,3,QRIS-GOPAY,Delivery,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,36000,QRIS,1800,34200
626,626,1/1/22,67,Prima Prabowo,M,42,14,2,QRIS-OVO,Delivery,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,24000,QRIS,1200,22800
627,627,7/27/22,73,Dwi Putra,M,34,10,3,QRIS-DANA,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,36000,QRIS,1800,34200
628,628,4/7/22,86,Nining Susanti,F,29,4,3,QRIS-SHOPEEPAY,Delivery,Indomie Goreng Aceh,makanan,mie-goreng,9000,27000,QRIS,1350,25650
629,629,2/8/22,18,Lusi Aulia,F,23,10,2,QRIS-DANA,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,24000,QRIS,1200,22800
630,630,4/9/22,77,Yoga Susanto,M,29,9,2,QRIS-SHOPEEPAY,Delivery,Indomie Goreng Spesial,makanan,mie-goreng,9000,18000,QRIS,900,17100
631,631,5/20/22,1,Andi Wijaya,M,25,11,2,QRIS-OVO,Delivery,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,24000,QRIS,1200,22800
632,632,8/8/22,14,Rika Kurnia,F,26,18,1,QRIS-GOPAY,Dine-In,Indomie Soto Mie,makanan,mie-kuah,12000,12000,QRIS,600,11400
633,633,7/25/22,10,Tia Sari,F,22,7,2,QRIS-OVO,Delivery,Indomie Goreng Rendang,makanan,mie-goreng,9000,18000,QRIS,900,17100
634,634,5/26/22,31,Wawan Nugroho,M,38,1,1,QRIS-GOPAY,Delivery,indomie Ayam Bawang,makanan,mie-kuah,12000,12000,QRIS,600,11400
635,635,4/29/22,27,Adit Prabowo,M,42,13,1,QRIS-GOPAY,Delivery,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,12000,QRIS,600,11400
636,636,7/1/22,20,Desi Kusuma,F,24,6,2,QRIS-GOPAY,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,18000,QRIS,900,17100
637,637,6/22/22,85,Faiz Setiawan,M,35,17,1,QRIS-OTHERS,Dine-In,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,12000,QRIS,600,11400
638,638,4/1/22,64,Ina Rosita,F,24,4,2,QRIS-DANA,Delivery,Indomie Goreng Aceh,makanan,mie-goreng,9000,18000,QRIS,900,17100
639,639,4/8/22,31,Wawan Nugroho,M,38,7,1,QRIS-SHOPEEPAY,Dine-In,Indomie Goreng Rendang,makanan,mie-goreng,9000,9000,QRIS,450,8550
640,640,5/8/22,59,Deni Pratama,M,41,14,3,QRIS-OTHERS,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,QRIS,1800,34200
641,641,5/23/22,27,Adit Prabowo,M,42,1,3,CASH,Dine-In,indomie Ayam Bawang,makanan,mie-kuah,12000,36000,CASH,0,36000
642,642,7/31/22,4,Fitri Ayu,F,24,12,1,QRIS-DANA,Dine-In,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,12000,QRIS,600,11400
643,643,2/25/22,18,Lusi Aulia,F,23,9,1,QRIS-OTHERS,Delivery,Indomie Goreng Spesial,makanan,mie-goreng,9000,9000,QRIS,450,8550
644,644,2/27/22,26,Ani Susanti,F,29,17,1,CASH,Dine-In,Indomie Rasa Soto Padang,makanan,mie-kuah,12000,12000,CASH,0,12000
645,645,8/25/22,45,Arif Setiawan,M,35,10,3,QRIS-GOPAY,Dine-In,indomie Kari Ayam,makanan,mie-kuah,12000,36000,QRIS,1800,34200
646,646,3/2/22,49,Dedi Surya,M,33,14,1,QRIS-OTHERS,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,12000,QRIS,600,11400
647,647,6/3/22,65,Edi Setiawan,M,35,18,2,QRIS-DANA,Dine-In,Indomie Soto Mie,makanan,mie-kuah,12000,24000,QRIS,1200,22800
648,648,2/3/22,48,Wulan Lestari,F,27,7,2,QRIS-GOPAY,Delivery,Indomie Goreng Rendang,makanan,mie-goreng,9000,18000,QRIS,900,17100
649,649,7/9/22,7,Harry Prabowo,M,42,14,2,QRIS-GOPAY,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,24000,QRIS,1200,22800
650,650,8/21/22,36,Novi Indriani,F,32,18,1,CASH,Delivery,Indomie Soto Mie,makanan,mie-kuah,12000,12000,CASH,0,12000
651,651,8/27/22,35,Rizky Hartanto,M,37,13,1,QRIS-OTHERS,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,12000,QRIS,600,11400
652,652,6/19/22,91,Andri Nugroho,M,38,5,2,QRIS-GOPAY,Delivery,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,18000,QRIS,900,17100
653,653,4/7/22,41,Gilang Wijaya,M,28,2,3,QRIS-OVO,Delivery,Indomie Ayam Spesial,makanan,mie-kuah,12000,36000,QRIS,1800,34200
654,654,4/6/22,57,Feri Susanto,M,29,5,1,QRIS-OTHERS,Delivery,Indomie Goreng Cabe Ijo,makanan,mie-goreng,9000,9000,QRIS,450,8550
655,655,1/19/22,18,Lusi Aulia,F,23,15,1,QRIS-DANA,Dine-In,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,12000,QRIS,600,11400
656,656,4/2/22,94,Ayu Kurnia,F,26,11,1,QRIS-SHOPEEPAY,Dine-In,Indomie Rasa Empal Gentong,makanan,mie-kuah,12000,12000,QRIS,600,11400
657,657,4/11/22,10,Tia Sari,F,22,16,1,QRIS-GOPAY,Dine-In,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,12000,QRIS,600,11400
658,658,7/16/22,76,Ria Indriani,F,32,12,1,QRIS-OTHERS,Dine-In,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,12000,QRIS,600,11400
659,659,4/15/22,68,Putri Lestari,F,27,3,3,QRIS-GOPAY,Delivery,Indomie Baso Sapi,makanan,mie-kuah,12000,36000,QRIS,1800,34200
660,660,8/23/22,54,Maya Kurnia,F,26,4,2,CASH,Delivery,Indomie Goreng Aceh,makanan,mie-goreng,9000,18000,CASH,0,18000
661,661,1/22/22,90,Tini Sari,F,22,12,2,QRIS-GOPAY,Dine-In,Indomie Rasa Mi Kocok Bandung,makanan,mie-kuah,12000,24000,QRIS,1200,22800
662,662,1/25/22,12,Yanti Wulandari,F,30,14,1,QRIS-SHOPEEPAY,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,12000,QRIS,600,11400
663,663,8/6/22,63,Agung Santoso,M,33,14,3,CASH,Dine-In,Indomie Rasa Soto Banjar Limau Kuit,makanan,mie-kuah,12000,36000,CASH,0,36000
664,664,3/23/22,65,Edi Setiawan,M,35,18,2,QRIS-OTHERS,Dine-In,Indomie Soto Mie,makanan,mie-kuah,12000,24000,QRIS,1200,22800
665,665,1/9/22,83,Bayu Santoso,M,33,6,2,QRIS-OVO,Dine-In,Indomie Goreng Pedas,makanan,mie-goreng,9000,18000,QRIS,900,17100
666,666,4/5/22,34,Indah Kurnia,F,26,15,1,QRIS-OVO,Delivery,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,12000,QRIS,600,11400
667,667,8/29/22,100,Ika Kusuma,F,24,15,3,CASH,Delivery,Indomie Rasa Soto Betawi,makanan,mie-kuah,12000,36000,CASH,0,36000
668,668,4/7/22,60,Intan Kusuma,F,24,16,2,QRIS-DANA,Delivery,Indomie Rasa Soto Lamongan,makanan,mie-kuah,12000,24000,QRIS,1200,22800
669,669,7/1/22,29,Doni Surya,M,33,13,2,CASH,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,24000,CASH,0,24000
670,670,6/8/22,22,Erni Rahmawati,F,31,13,3,QRIS-GOPAY,Dine-In,Indomie Rasa Sop Buntut,makanan,mie-kuah,12000,36000,QRIS,1800,34200
671,671,8/11/22,39,Ilham Pratama,M,41,1,1,QRIS-DANA,Dine-In,indomie Ayam Bawang,makanan,mie-kuah,12000,12000,QRIS,600,11400
672,672,7/30/22,64,Ina Rosita,F,24,8,2,QRIS-GOPAY,Delivery,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,18000,QRIS,900,17100
673,673,2/25/22,8,Diah Lestari,F,27,8,3,QRIS-OVO,Dine-In,Indomie Goreng Sambal Matah,makanan,mie-goreng,9000,27000,QRIS,1350,25650
674,674,5/16/22,25,Fajar Setiawan,M,35,3,2,QRIS-OVO,Delivery,Indomie Baso Sapi,makanan,mie-kuah,12000,24000,QRIS,1200,22800
675,675,1/24/22,28,Nur Lestari,F,27,6,2,QRIS-OTHERS,Delivery,Indomie Goreng Pedas,makanan,mie-goreng,9000,18000,QRIS,900,17100
